Ignore,Key Address,Key Name,State,Testing Site Name,Facility Type,Testing Site Address,Testing Site Zip,Testing Site Phone Number,Testing Site Hours,Instructions,URL Source,
,"Carr. 651 KM 2.5, Bo. Hato Arriba, Sector El Junco, Arecibo, PR 00612",Laboratorio Clínico Rolón,Puerto Rico,Laboratorio Clínico Rolón,Laboratory,"Carr. 651 KM 2.5, Bo. Hato Arriba, Sector El Junco, Arecibo, PR 00612",612,(787) 881-8989,6:30am -5:00pm Monday - Friday; 7:00am-12:00pm Saturday,"La Cooperativa de Laboratorios de Puerto Rico, mejor conocida como COOPLAB, anunció que la pueden tomar las muestras referidas por un médico y enviarlas al laboratorio de referencia Labcorp., compañía autorizada para realizar la prueba del coronavirus o COVID-19. Si el paciente desea realizarse esta prueba de forma privada lo puede hacer, su costo fluctuará entre los $85 y $110 dependiendo del precio establecido por cada laboratorio. *** COOPLAB locations will be taking samples for COVID-19 tests to be processed by Labcorp. You can have a COVID-19 test with a referral from a doctor. You can also ask for this test without a doctor's referral and the price will likely be between $85 and $110. Please call the lab to make an appointment and inquire about cost.",https://activopr.com/enterate/2020/03/27/estos-los-laboratorios-disponibles-realizar-la-prueba-del-covid-19.html,
,"Ave. San Luis # 993, Arecibo, PR 00612",Laboratorio Clínico Rolón,Puerto Rico,Laboratorio Clínico Rolón,Laboratory,"Ave. San Luis # 993, Arecibo, PR 00612",612,(787) 680-7260,6:30am -5:00pm Monday - Friday; 7:00am-12:00pm Saturday,"La Cooperativa de Laboratorios de Puerto Rico, mejor conocida como COOPLAB, anunció que la pueden tomar las muestras referidas por un médico y enviarlas al laboratorio de referencia Labcorp., compañía autorizada para realizar la prueba del coronavirus o COVID-19. Si el paciente desea realizarse esta prueba de forma privada lo puede hacer, su costo fluctuará entre los $85 y $110 dependiendo del precio establecido por cada laboratorio. *** COOPLAB locations will be taking samples for COVID-19 tests to be processed by Labcorp. You can have a COVID-19 test with a referral from a doctor. You can also ask for this test without a doctor's referral and the price will likely be between $85 and $110. Please call the lab to make an appointment and inquire about cost.",https://activopr.com/enterate/2020/03/27/estos-los-laboratorios-disponibles-realizar-la-prueba-del-covid-19.html,
,"Bo. Barrancas, Sector Los Mora, Arecibo, PR 00612",Laboratorio Clínico Rolón,Puerto Rico,Laboratorio Clínico Rolón,Laboratory,"Bo. Barrancas, Sector Los Mora, Arecibo, PR 00612",612,(787) 881-8989,6:30am -5:00pm Monday - Friday; 7:00am-12:00pm Saturday,"La Cooperativa de Laboratorios de Puerto Rico, mejor conocida como COOPLAB, anunció que la pueden tomar las muestras referidas por un médico y enviarlas al laboratorio de referencia Labcorp., compañía autorizada para realizar la prueba del coronavirus o COVID-19. Si el paciente desea realizarse esta prueba de forma privada lo puede hacer, su costo fluctuará entre los $85 y $110 dependiendo del precio establecido por cada laboratorio. *** COOPLAB locations will be taking samples for COVID-19 tests to be processed by Labcorp. You can have a COVID-19 test with a referral from a doctor. You can also ask for this test without a doctor's referral and the price will likely be between $85 and $110. Please call the lab to make an appointment and inquire about cost.",https://activopr.com/enterate/2020/03/27/estos-los-laboratorios-disponibles-realizar-la-prueba-del-covid-19.html,
,"48 CALLE 65 INFANTERIA, Añasco, Puerto Rico 00610-2902",Laboratorio Clinico Castillo (Castillo Laboratory),Puerto Rico,Laboratorio Clinico Castillo (Castillo Laboratory),Laboratory,"48 CALLE 65 INFANTERIA, Añasco, Puerto Rico 00610-2902",610,(787) 826-2275,call to confirm,"You must have a doctor's referral to have a COVID-19 test at this laboratory. The doctor's must be located in the municipality of Añasco. The laboratory is located on 65th Infantry Street, in front of the Market Square.",https://www.telemundopr.com/noticias/puerto-rico/municipio-de-anasco-realizara-pruebas-de-covid-19/2062191/,
,"Centro Comercial Filiberti, Bo. Las Marías, Añasco, PR 00610",Laboratorio Clínico Jaimar Lic. 999,Puerto Rico,Laboratorio Clínico Jaimar Lic. 999,Laboratory,"Centro Comercial Filiberti, Bo. Las Marías, Añasco, PR 00610",610,(787) 826-4490,6:30am-3:00pm Monday - Thursday; 6:30am-2:30pm Friday; 7:00am-11:00 am Saturday,"La Cooperativa de Laboratorios de Puerto Rico, mejor conocida como COOPLAB, anunció que la pueden tomar las muestras referidas por un médico y enviarlas al laboratorio de referencia Labcorp., compañía autorizada para realizar la prueba del coronavirus o COVID-19. Si el paciente desea realizarse esta prueba de forma privada lo puede hacer, su costo fluctuará entre los $85 y $110 dependiendo del precio establecido por cada laboratorio. *** COOPLAB locations will be taking samples for COVID-19 tests to be processed by Labcorp. You can have a COVID-19 test with a referral from a doctor. You can also ask for this test without a doctor's referral and the price will likely be between $85 and $110. Please call the lab to make an appointment and inquire about cost.",https://activopr.com/enterate/2020/03/27/estos-los-laboratorios-disponibles-realizar-la-prueba-del-covid-19.html,
,"Calle Gandará #16, Corozal, PR 00783",Laboratorio Clínico Corozal Lic. 550,Puerto Rico,Laboratorio Clínico Corozal Lic. 550,Laboratory,"Calle Gandará #16, Corozal, PR 00783",783,(787) 859-2465,7:00 am-3:30 pm Monday - Friday; 7:00 am-12:00 pm Saturday,"La Cooperativa de Laboratorios de Puerto Rico, mejor conocida como COOPLAB, anunció que la pueden tomar las muestras referidas por un médico y enviarlas al laboratorio de referencia Labcorp., compañía autorizada para realizar la prueba del coronavirus o COVID-19. Si el paciente desea realizarse esta prueba de forma privada lo puede hacer, su costo fluctuará entre los $85 y $110 dependiendo del precio establecido por cada laboratorio. *** COOPLAB locations will be taking samples for COVID-19 tests to be processed by Labcorp. You can have a COVID-19 test with a referral from a doctor. You can also ask for this test without a doctor's referral and the price will likely be between $85 and $110. Please call the lab to make an appointment and inquire about cost.",https://activopr.com/enterate/2020/03/27/estos-los-laboratorios-disponibles-realizar-la-prueba-del-covid-19.html,
,"Carr. 159 KM 15.3, Bo. Pueblo, Corozal, PR 00783",Laboratorio Clínico Corozal II,Puerto Rico,Laboratorio Clínico Corozal II,Laboratory,"Carr. 159 KM 15.3, Bo. Pueblo, Corozal, PR 00783",783,(787) 859-2465,7:00 am-3:30 pm Monday - Friday; 7:00 am-12:00 pm Saturday,"La Cooperativa de Laboratorios de Puerto Rico, mejor conocida como COOPLAB, anunció que la pueden tomar las muestras referidas por un médico y enviarlas al laboratorio de referencia Labcorp., compañía autorizada para realizar la prueba del coronavirus o COVID-19. Si el paciente desea realizarse esta prueba de forma privada lo puede hacer, su costo fluctuará entre los $85 y $110 dependiendo del precio establecido por cada laboratorio. *** COOPLAB locations will be taking samples for COVID-19 tests to be processed by Labcorp. You can have a COVID-19 test with a referral from a doctor. You can also ask for this test without a doctor's referral and the price will likely be between $85 and $110. Please call the lab to make an appointment and inquire about cost.",https://activopr.com/enterate/2020/03/27/estos-los-laboratorios-disponibles-realizar-la-prueba-del-covid-19.html,
,"1498 Avenida FD Rossevelt, Plaza Caparra Shopping Center, Guaynabo PR 00968",Laboratorio Plaza Caparra Inc.,Puerto Rico,Laboratorio Plaza Caparra Inc.,Laboratory,"1498 Avenida FD Rossevelt, Plaza Caparra Shopping Center, Guaynabo PR 00968",968,(787) 545-5024,7:00am -3:30pm Monday - Friday; 7:00am-12:00pm Saturday,"La Cooperativa de Laboratorios de Puerto Rico, mejor conocida como COOPLAB, anunció que la pueden tomar las muestras referidas por un médico y enviarlas al laboratorio de referencia Labcorp., compañía autorizada para realizar la prueba del coronavirus o COVID-19. Si el paciente desea realizarse esta prueba de forma privada lo puede hacer, su costo fluctuará entre los $85 y $110 dependiendo del precio establecido por cada laboratorio. *** COOPLAB locations will be taking samples for COVID-19 tests to be processed by Labcorp. You can have a COVID-19 test with a referral from a doctor. You can also ask for this test without a doctor's referral and the price will likely be between $85 and $110. Please call the lab to make an appointment and inquire about cost.",https://activopr.com/enterate/2020/03/27/estos-los-laboratorios-disponibles-realizar-la-prueba-del-covid-19.html,
,"Calle Fernández García # 109, Luquillo, PR 00773",Servi Lab Reference Lic. 913,Puerto Rico,Servi Lab Reference Lic. 913,Laboratory,"Calle Fernández García # 109, Luquillo, PR 00773",773,(787) 889-6878,6:00am-5:00pm Monday - Friday; 6:00am-1:30pm Saturday,"La Cooperativa de Laboratorios de Puerto Rico, mejor conocida como COOPLAB, anunció que la pueden tomar las muestras referidas por un médico y enviarlas al laboratorio de referencia Labcorp., compañía autorizada para realizar la prueba del coronavirus o COVID-19. Si el paciente desea realizarse esta prueba de forma privada lo puede hacer, su costo fluctuará entre los $85 y $110 dependiendo del precio establecido por cada laboratorio. *** COOPLAB locations will be taking samples for COVID-19 tests to be processed by Labcorp. You can have a COVID-19 test with a referral from a doctor. You can also ask for this test without a doctor's referral and the price will likely be between $85 and $110. Please call the lab to make an appointment and inquire about cost.",https://activopr.com/enterate/2020/03/27/estos-los-laboratorios-disponibles-realizar-la-prueba-del-covid-19.html,
,"Condominio Playa Azul G-2, Luquillo, PR 00773",Laboratorio Clínico Servi Lab. Lic. 639,Puerto Rico,Laboratorio Clínico Servi Lab. Lic. 639,Laboratory,"Condominio Playa Azul G-2, Luquillo, PR 00773",773,(787) 889-5730,6:00am-5:00pm Monday - Friday; 6:00am-1:30pm Saturday,"La Cooperativa de Laboratorios de Puerto Rico, mejor conocida como COOPLAB, anunció que la pueden tomar las muestras referidas por un médico y enviarlas al laboratorio de referencia Labcorp., compañía autorizada para realizar la prueba del coronavirus o COVID-19. Si el paciente desea realizarse esta prueba de forma privada lo puede hacer, su costo fluctuará entre los $85 y $110 dependiendo del precio establecido por cada laboratorio. *** COOPLAB locations will be taking samples for COVID-19 tests to be processed by Labcorp. You can have a COVID-19 test with a referral from a doctor. You can also ask for this test without a doctor's referral and the price will likely be between $85 and $110. Please call the lab to make an appointment and inquire about cost.",https://activopr.com/enterate/2020/03/27/estos-los-laboratorios-disponibles-realizar-la-prueba-del-covid-19.html,
,"Calle Juan R. Garzot #43, Naguabo, PR 00718",Laboratorio Clínico Medina Lic. 647,Puerto Rico,Laboratorio Clínico Medina Lic. 647,Laboratory,"Calle Juan R. Garzot #43, Naguabo, PR 00718",718,(787) 874-2802,6:00 am-5:00 pm Monday - Friday; 6:00 am-12:00 pm Saturday,"La Cooperativa de Laboratorios de Puerto Rico, mejor conocida como COOPLAB, anunció que la pueden tomar las muestras referidas por un médico y enviarlas al laboratorio de referencia Labcorp., compañía autorizada para realizar la prueba del coronavirus o COVID-19. Si el paciente desea realizarse esta prueba de forma privada lo puede hacer, su costo fluctuará entre los $85 y $110 dependiendo del precio establecido por cada laboratorio. *** COOPLAB locations will be taking samples for COVID-19 tests to be processed by Labcorp. You can have a COVID-19 test with a referral from a doctor. You can also ask for this test without a doctor's referral and the price will likely be between $85 and $110. Please call the lab to make an appointment and inquire about cost.",https://activopr.com/enterate/2020/03/27/estos-los-laboratorios-disponibles-realizar-la-prueba-del-covid-19.html,
,"Calle Villa #1110 Suite 102, Ponce, PR 00728",Laboratorio Clínico La Providencia Lic. 883,Puerto Rico,Laboratorio Clínico La Providencia Lic. 883,Laboratory,"Calle Villa #1110 Suite 102, Ponce, PR 00728",728,(787) 284-2113,6:00am-4:00pm Monday - Friday; 7:00am-12:00pm Saturday,"La Cooperativa de Laboratorios de Puerto Rico, mejor conocida como COOPLAB, anunció que la pueden tomar las muestras referidas por un médico y enviarlas al laboratorio de referencia Labcorp., compañía autorizada para realizar la prueba del coronavirus o COVID-19. Si el paciente desea realizarse esta prueba de forma privada lo puede hacer, su costo fluctuará entre los $85 y $110 dependiendo del precio establecido por cada laboratorio. *** COOPLAB locations will be taking samples for COVID-19 tests to be processed by Labcorp. You can have a COVID-19 test with a referral from a doctor. You can also ask for this test without a doctor's referral and the price will likely be between $85 and $110. Please call the lab to make an appointment and inquire about cost.",https://activopr.com/enterate/2020/03/27/estos-los-laboratorios-disponibles-realizar-la-prueba-del-covid-19.html,
